sample_id,category,description
mandarin_0244,mandarin,mandarin kategorisinde bir örnek.
mandarin_0245,mandarin,mandarin kategorisinde bir örnek.
mandarin_0246,mandarin,mandarin kategorisinde bir örnek.
mandarin_0247,mandarin,mandarin kategorisinde bir örnek.
mandarin_0248,mandarin,mandarin kategorisinde bir örnek.
mandarin_0249,mandarin,mandarin kategorisinde bir örnek.
mandarin_0250,mandarin,mandarin kategorisinde bir örnek.
mandarin_0251,mandarin,mandarin kategorisinde bir örnek.
mandarin_0252,mandarin,mandarin kategorisinde bir örnek.
mandarin_0253,mandarin,mandarin kategorisinde bir örnek.
mandarin_0254,mandarin,mandarin kategorisinde bir örnek.
mandarin_0255,mandarin,mandarin kategorisinde bir örnek.
mandarin_0256,mandarin,mandarin kategorisinde bir örnek.
mandarin_0257,mandarin,mandarin kategorisinde bir örnek.
mandarin_0258,mandarin,mandarin kategorisinde bir örnek.
mandarin_0259,mandarin,mandarin kategorisinde bir örnek.
mandarin_0260,mandarin,mandarin kategorisinde bir örnek.
mandarin_0261,mandarin,mandarin kategorisinde bir örnek.
mandarin_0262,mandarin,mandarin kategorisinde bir örnek.
mandarin_0263,mandarin,mandarin kategorisinde bir örnek.
mandarin_0264,mandarin,mandarin kategorisinde bir örnek.
mandarin_0265,mandarin,mandarin kategorisinde bir örnek.
mandarin_0266,mandarin,mandarin kategorisinde bir örnek.
mandarin_0267,mandarin,mandarin kategorisinde bir örnek.
mandarin_0268,mandarin,mandarin kategorisinde bir örnek.
mandarin_0269,mandarin,mandarin kategorisinde bir örnek.
mandarin_0270,mandarin,mandarin kategorisinde bir örnek.
mandarin_0271,mandarin,mandarin kategorisinde bir örnek.
mandarin_0272,mandarin,mandarin kategorisinde bir örnek.
mandarin_0273,mandarin,mandarin kategorisinde bir örnek.
mandarin_0274,mandarin,mandarin kategorisinde bir örnek.
mandarin_0275,mandarin,mandarin kategorisinde bir örnek.
mandarin_0276,mandarin,mandarin kategorisinde bir örnek.
mandarin_0277,mandarin,mandarin kategorisinde bir örnek.
mandarin_0278,mandarin,mandarin kategorisinde bir örnek.
mandarin_0279,mandarin,mandarin kategorisinde bir örnek.
mandarin_0280,mandarin,mandarin kategorisinde bir örnek.
mandarin_0281,mandarin,mandarin kategorisinde bir örnek.
mandarin_0282,mandarin,mandarin kategorisinde bir örnek.
mandarin_0283,mandarin,mandarin kategorisinde bir örnek.
mandarin_0284,mandarin,mandarin kategorisinde bir örnek.
mandarin_0285,mandarin,mandarin kategorisinde bir örnek.
mandarin_0286,mandarin,mandarin kategorisinde bir örnek.
mandarin_0287,mandarin,mandarin kategorisinde bir örnek.
mandarin_0288,mandarin,mandarin kategorisinde bir örnek.
mandarin_0289,mandarin,mandarin kategorisinde bir örnek.
mandarin_0290,mandarin,mandarin kategorisinde bir örnek.
mandarin_0291,mandarin,mandarin kategorisinde bir örnek.
mandarin_0292,mandarin,mandarin kategorisinde bir örnek.
mandarin_0293,mandarin,mandarin kategorisinde bir örnek.
mandarin_0294,mandarin,mandarin kategorisinde bir örnek.
mandarin_0295,mandarin,mandarin kategorisinde bir örnek.
mandarin_0296,mandarin,mandarin kategorisinde bir örnek.
mandarin_0297,mandarin,mandarin kategorisinde bir örnek.
mandarin_0298,mandarin,mandarin kategorisinde bir örnek.
mandarin_0299,mandarin,mandarin kategorisinde bir örnek.
mandarin_0300,mandarin,mandarin kategorisinde bir örnek.
mandarin_0301,mandarin,mandarin kategorisinde bir örnek.
mandarin_0302,mandarin,mandarin kategorisinde bir örnek.
mandarin_0303,mandarin,mandarin kategorisinde bir örnek.
mandarin_0304,mandarin,mandarin kategorisinde bir örnek.
mandarin_0305,mandarin,mandarin kategorisinde bir örnek.
mandarin_0306,mandarin,mandarin kategorisinde bir örnek.
mandarin_0307,mandarin,mandarin kategorisinde bir örnek.
mandarin_0308,mandarin,mandarin kategorisinde bir örnek.
mandarin_0309,mandarin,mandarin kategorisinde bir örnek.
mandarin_0310,mandarin,mandarin kategorisinde bir örnek.
mandarin_0311,mandarin,mandarin kategorisinde bir örnek.
mandarin_0312,mandarin,mandarin kategorisinde bir örnek.
mandarin_0313,mandarin,mandarin kategorisinde bir örnek.
mandarin_0314,mandarin,mandarin kategorisinde bir örnek.
mandarin_0315,mandarin,mandarin kategorisinde bir örnek.
mandarin_0316,mandarin,mandarin kategorisinde bir örnek.
mandarin_0317,mandarin,mandarin kategorisinde bir örnek.
mandarin_0318,mandarin,mandarin kategorisinde bir örnek.
mandarin_0319,mandarin,mandarin kategorisinde bir örnek.
mandarin_0320,mandarin,mandarin kategorisinde bir örnek.
mandarin_0321,mandarin,mandarin kategorisinde bir örnek.
mandarin_0322,mandarin,mandarin kategorisinde bir örnek.
mandarin_0323,mandarin,mandarin kategorisinde bir örnek.
mandarin_0324,mandarin,mandarin kategorisinde bir örnek.
mandarin_0325,mandarin,mandarin kategorisinde bir örnek.
mandarin_0326,mandarin,mandarin kategorisinde bir örnek.
mandarin_0327,mandarin,mandarin kategorisinde bir örnek.
mandarin_0328,mandarin,mandarin kategorisinde bir örnek.
mandarin_0329,mandarin,mandarin kategorisinde bir örnek.
mandarin_0330,mandarin,mandarin kategorisinde bir örnek.
mandarin_0331,mandarin,mandarin kategorisinde bir örnek.
mandarin_0332,mandarin,mandarin kategorisinde bir örnek.
mandarin_0333,mandarin,mandarin kategorisinde bir örnek.
mandarin_0334,mandarin,mandarin kategorisinde bir örnek.
mandarin_0335,mandarin,mandarin kategorisinde bir örnek.
mandarin_0336,mandarin,mandarin kategorisinde bir örnek.
mandarin_0337,mandarin,mandarin kategorisinde bir örnek.
mandarin_0338,mandarin,mandarin kategorisinde bir örnek.
mandarin_0339,mandarin,mandarin kategorisinde bir örnek.
mandarin_0340,mandarin,mandarin kategorisinde bir örnek.
mandarin_0341,mandarin,mandarin kategorisinde bir örnek.
mandarin_0342,mandarin,mandarin kategorisinde bir örnek.
mandarin_0343,mandarin,mandarin kategorisinde bir örnek.
mandarin_0344,mandarin,mandarin kategorisinde bir örnek.
mandarin_0345,mandarin,mandarin kategorisinde bir örnek.
mandarin_0346,mandarin,mandarin kategorisinde bir örnek.
mandarin_0347,mandarin,mandarin kategorisinde bir örnek.
mandarin_0348,mandarin,mandarin kategorisinde bir örnek.
mandarin_0349,mandarin,mandarin kategorisinde bir örnek.
mandarin_0350,mandarin,mandarin kategorisinde bir örnek.
mandarin_0351,mandarin,mandarin kategorisinde bir örnek.
mandarin_0352,mandarin,mandarin kategorisinde bir örnek.
mandarin_0353,mandarin,mandarin kategorisinde bir örnek.
mandarin_0354,mandarin,mandarin kategorisinde bir örnek.
mandarin_0355,mandarin,mandarin kategorisinde bir örnek.
mandarin_0356,mandarin,mandarin kategorisinde bir örnek.
mandarin_0357,mandarin,mandarin kategorisinde bir örnek.
mandarin_0358,mandarin,mandarin kategorisinde bir örnek.
mandarin_0359,mandarin,mandarin kategorisinde bir örnek.
mandarin_0360,mandarin,mandarin kategorisinde bir örnek.
mandarin_0361,mandarin,mandarin kategorisinde bir örnek.
mandarin_0362,mandarin,mandarin kategorisinde bir örnek.
mandarin_0363,mandarin,mandarin kategorisinde bir örnek.
mandarin_0364,mandarin,mandarin kategorisinde bir örnek.
mandarin_0365,mandarin,mandarin kategorisinde bir örnek.
mandarin_0366,mandarin,mandarin kategorisinde bir örnek.
mandarin_0367,mandarin,mandarin kategorisinde bir örnek.
mandarin_0368,mandarin,mandarin kategorisinde bir örnek.
mandarin_0369,mandarin,mandarin kategorisinde bir örnek.
mandarin_0370,mandarin,mandarin kategorisinde bir örnek.
mandarin_0371,mandarin,mandarin kategorisinde bir örnek.
mandarin_0372,mandarin,mandarin kategorisinde bir örnek.
mandarin_0373,mandarin,mandarin kategorisinde bir örnek.
mandarin_0374,mandarin,mandarin kategorisinde bir örnek.
mandarin_0375,mandarin,mandarin kategorisinde bir örnek.
mandarin_0376,mandarin,mandarin kategorisinde bir örnek.
mandarin_0377,mandarin,mandarin kategorisinde bir örnek.
mandarin_0378,mandarin,mandarin kategorisinde bir örnek.
mandarin_0379,mandarin,mandarin kategorisinde bir örnek.
mandarin_0380,mandarin,mandarin kategorisinde bir örnek.
mandarin_0381,mandarin,mandarin kategorisinde bir örnek.
mandarin_0382,mandarin,mandarin kategorisinde bir örnek.
mandarin_0383,mandarin,mandarin kategorisinde bir örnek.
mandarin_0384,mandarin,mandarin kategorisinde bir örnek.
mandarin_0385,mandarin,mandarin kategorisinde bir örnek.
mandarin_0386,mandarin,mandarin kategorisinde bir örnek.
mandarin_0387,mandarin,mandarin kategorisinde bir örnek.
mandarin_0388,mandarin,mandarin kategorisinde bir örnek.
mandarin_0389,mandarin,mandarin kategorisinde bir örnek.
mandarin_0390,mandarin,mandarin kategorisinde bir örnek.
mandarin_0391,mandarin,mandarin kategorisinde bir örnek.
mandarin_0392,mandarin,mandarin kategorisinde bir örnek.
mandarin_0393,mandarin,mandarin kategorisinde bir örnek.
mandarin_0394,mandarin,mandarin kategorisinde bir örnek.
mandarin_0395,mandarin,mandarin kategorisinde bir örnek.
mandarin_0396,mandarin,mandarin kategorisinde bir örnek.
mandarin_0397,mandarin,mandarin kategorisinde bir örnek.
mandarin_0398,mandarin,mandarin kategorisinde bir örnek.
mandarin_0399,mandarin,mandarin kategorisinde bir örnek.
mandarin_0400,mandarin,mandarin kategorisinde bir örnek.
mandarin_0401,mandarin,mandarin kategorisinde bir örnek.
mandarin_0402,mandarin,mandarin kategorisinde bir örnek.
mandarin_0403,mandarin,mandarin kategorisinde bir örnek.
mandarin_0404,mandarin,mandarin kategorisinde bir örnek.
mandarin_0405,mandarin,mandarin kategorisinde bir örnek.
mandarin_0406,mandarin,mandarin kategorisinde bir örnek.
mandarin_0407,mandarin,mandarin kategorisinde bir örnek.
mandarin_0408,mandarin,mandarin kategorisinde bir örnek.
mandarin_0409,mandarin,mandarin kategorisinde bir örnek.
mandarin_0410,mandarin,mandarin kategorisinde bir örnek.
mandarin_0411,mandarin,mandarin kategorisinde bir örnek.
mandarin_0412,mandarin,mandarin kategorisinde bir örnek.
mandarin_0413,mandarin,mandarin kategorisinde bir örnek.
mandarin_0414,mandarin,mandarin kategorisinde bir örnek.
mandarin_0415,mandarin,mandarin kategorisinde bir örnek.
mandarin_0416,mandarin,mandarin kategorisinde bir örnek.
mandarin_0417,mandarin,mandarin kategorisinde bir örnek.
mandarin_0418,mandarin,mandarin kategorisinde bir örnek.
mandarin_0419,mandarin,mandarin kategorisinde bir örnek.
mandarin_0420,mandarin,mandarin kategorisinde bir örnek.
mandarin_0421,mandarin,mandarin kategorisinde bir örnek.
mandarin_0422,mandarin,mandarin kategorisinde bir örnek.
mandarin_0423,mandarin,mandarin kategorisinde bir örnek.
mandarin_0424,mandarin,mandarin kategorisinde bir örnek.
mandarin_0425,mandarin,mandarin kategorisinde bir örnek.
mandarin_0426,mandarin,mandarin kategorisinde bir örnek.
mandarin_0427,mandarin,mandarin kategorisinde bir örnek.
mandarin_0428,mandarin,mandarin kategorisinde bir örnek.
mandarin_0429,mandarin,mandarin kategorisinde bir örnek.
mandarin_0430,mandarin,mandarin kategorisinde bir örnek.
mandarin_0431,mandarin,mandarin kategorisinde bir örnek.
mandarin_0432,mandarin,mandarin kategorisinde bir örnek.
mandarin_0433,mandarin,mandarin kategorisinde bir örnek.
mandarin_0434,mandarin,mandarin kategorisinde bir örnek.
mandarin_0435,mandarin,mandarin kategorisinde bir örnek.
mandarin_0436,mandarin,mandarin kategorisinde bir örnek.
mandarin_0437,mandarin,mandarin kategorisinde bir örnek.
mandarin_0438,mandarin,mandarin kategorisinde bir örnek.
mandarin_0439,mandarin,mandarin kategorisinde bir örnek.
mandarin_0440,mandarin,mandarin kategorisinde bir örnek.
mandarin_0441,mandarin,mandarin kategorisinde bir örnek.
mandarin_0442,mandarin,mandarin kategorisinde bir örnek.
mandarin_0443,mandarin,mandarin kategorisinde bir örnek.
mandarin_0444,mandarin,mandarin kategorisinde bir örnek.
mandarin_0445,mandarin,mandarin kategorisinde bir örnek.
mandarin_0446,mandarin,mandarin kategorisinde bir örnek.
mandarin_0447,mandarin,mandarin kategorisinde bir örnek.
mandarin_0448,mandarin,mandarin kategorisinde bir örnek.
mandarin_0449,mandarin,mandarin kategorisinde bir örnek.
mandarin_0450,mandarin,mandarin kategorisinde bir örnek.
mandarin_0451,mandarin,mandarin kategorisinde bir örnek.
mandarin_0452,mandarin,mandarin kategorisinde bir örnek.
mandarin_0453,mandarin,mandarin kategorisinde bir örnek.
mandarin_0454,mandarin,mandarin kategorisinde bir örnek.
mandarin_0455,mandarin,mandarin kategorisinde bir örnek.
mandarin_0456,mandarin,mandarin kategorisinde bir örnek.
mandarin_0457,mandarin,mandarin kategorisinde bir örnek.
mandarin_0458,mandarin,mandarin kategorisinde bir örnek.
mandarin_0459,mandarin,mandarin kategorisinde bir örnek.
mandarin_0460,mandarin,mandarin kategorisinde bir örnek.
mandarin_0461,mandarin,mandarin kategorisinde bir örnek.
mandarin_0462,mandarin,mandarin kategorisinde bir örnek.
mandarin_0463,mandarin,mandarin kategorisinde bir örnek.
mandarin_0464,mandarin,mandarin kategorisinde bir örnek.
mandarin_0465,mandarin,mandarin kategorisinde bir örnek.
mandarin_0466,mandarin,mandarin kategorisinde bir örnek.
mandarin_0467,mandarin,mandarin kategorisinde bir örnek.
mandarin_0468,mandarin,mandarin kategorisinde bir örnek.
mandarin_0469,mandarin,mandarin kategorisinde bir örnek.
mandarin_0470,mandarin,mandarin kategorisinde bir örnek.
mandarin_0471,mandarin,mandarin kategorisinde bir örnek.
mandarin_0472,mandarin,mandarin kategorisinde bir örnek.
mandarin_0473,mandarin,mandarin kategorisinde bir örnek.
mandarin_0474,mandarin,mandarin kategorisinde bir örnek.
mandarin_0475,mandarin,mandarin kategorisinde bir örnek.
mandarin_0476,mandarin,mandarin kategorisinde bir örnek.
mandarin_0477,mandarin,mandarin kategorisinde bir örnek.
mandarin_0478,mandarin,mandarin kategorisinde bir örnek.
mandarin_0479,mandarin,mandarin kategorisinde bir örnek.
mandarin_0480,mandarin,mandarin kategorisinde bir örnek.
mandarin_0481,mandarin,mandarin kategorisinde bir örnek.
mandarin_0482,mandarin,mandarin kategorisinde bir örnek.
mandarin_0483,mandarin,mandarin kategorisinde bir örnek.
mandarin_0484,mandarin,mandarin kategorisinde bir örnek.
mandarin_0485,mandarin,mandarin kategorisinde bir örnek.
mandarin_0486,mandarin,mandarin kategorisinde bir örnek.
mandarin_0487,mandarin,mandarin kategorisinde bir örnek.
mandarin_0488,mandarin,mandarin kategorisinde bir örnek.
mandarin_0489,mandarin,mandarin kategorisinde bir örnek.
mandarin_0490,mandarin,mandarin kategorisinde bir örnek.
mandarin_0491,mandarin,mandarin kategorisinde bir örnek.
mandarin_0492,mandarin,mandarin kategorisinde bir örnek.
mandarin_0493,mandarin,mandarin kategorisinde bir örnek.
mandarin_0494,mandarin,mandarin kategorisinde bir örnek.
mandarin_0495,mandarin,mandarin kategorisinde bir örnek.
mandarin_0496,mandarin,mandarin kategorisinde bir örnek.
mandarin_0497,mandarin,mandarin kategorisinde bir örnek.
mandarin_0498,mandarin,mandarin kategorisinde bir örnek.
mandarin_0499,mandarin,mandarin kategorisinde bir örnek.
mandarin_0500,mandarin,mandarin kategorisinde bir örnek.
mandarin_0501,mandarin,mandarin kategorisinde bir örnek.
mandarin_0502,mandarin,mandarin kategorisinde bir örnek.
mandarin_0503,mandarin,mandarin kategorisinde bir örnek.
mandarin_0504,mandarin,mandarin kategorisinde bir örnek.
mandarin_0505,mandarin,mandarin kategorisinde bir örnek.
mandarin_0506,mandarin,mandarin kategorisinde bir örnek.
mandarin_0507,mandarin,mandarin kategorisinde bir örnek.
mandarin_0508,mandarin,mandarin kategorisinde bir örnek.
mandarin_0509,mandarin,mandarin kategorisinde bir örnek.
mandarin_0510,mandarin,mandarin kategorisinde bir örnek.
mandarin_0511,mandarin,mandarin kategorisinde bir örnek.
mandarin_0512,mandarin,mandarin kategorisinde bir örnek.
mandarin_0513,mandarin,mandarin kategorisinde bir örnek.
mandarin_0514,mandarin,mandarin kategorisinde bir örnek.
mandarin_0515,mandarin,mandarin kategorisinde bir örnek.
mandarin_0516,mandarin,mandarin kategorisinde bir örnek.
mandarin_0517,mandarin,mandarin kategorisinde bir örnek.
mandarin_0518,mandarin,mandarin kategorisinde bir örnek.
mandarin_0519,mandarin,mandarin kategorisinde bir örnek.
mandarin_0520,mandarin,mandarin kategorisinde bir örnek.
mandarin_0521,mandarin,mandarin kategorisinde bir örnek.
mandarin_0522,mandarin,mandarin kategorisinde bir örnek.
mandarin_0523,mandarin,mandarin kategorisinde bir örnek.
mandarin_0524,mandarin,mandarin kategorisinde bir örnek.
mandarin_0525,mandarin,mandarin kategorisinde bir örnek.
mandarin_0526,mandarin,mandarin kategorisinde bir örnek.
mandarin_0527,mandarin,mandarin kategorisinde bir örnek.
mandarin_0528,mandarin,mandarin kategorisinde bir örnek.
mandarin_0529,mandarin,mandarin kategorisinde bir örnek.
mandarin_0530,mandarin,mandarin kategorisinde bir örnek.
mandarin_0531,mandarin,mandarin kategorisinde bir örnek.
mandarin_0532,mandarin,mandarin kategorisinde bir örnek.
mandarin_0533,mandarin,mandarin kategorisinde bir örnek.
mandarin_0534,mandarin,mandarin kategorisinde bir örnek.
mandarin_0535,mandarin,mandarin kategorisinde bir örnek.
mandarin_0536,mandarin,mandarin kategorisinde bir örnek.
mandarin_0537,mandarin,mandarin kategorisinde bir örnek.
mandarin_0538,mandarin,mandarin kategorisinde bir örnek.
mandarin_0539,mandarin,mandarin kategorisinde bir örnek.
mandarin_0540,mandarin,mandarin kategorisinde bir örnek.
mandarin_0541,mandarin,mandarin kategorisinde bir örnek.
mandarin_0542,mandarin,mandarin kategorisinde bir örnek.
mandarin_0543,mandarin,mandarin kategorisinde bir örnek.
mandarin_0544,mandarin,mandarin kategorisinde bir örnek.
mandarin_0545,mandarin,mandarin kategorisinde bir örnek.
mandarin_0546,mandarin,mandarin kategorisinde bir örnek.
mandarin_0547,mandarin,mandarin kategorisinde bir örnek.
mandarin_0548,mandarin,mandarin kategorisinde bir örnek.
mandarin_0549,mandarin,mandarin kategorisinde bir örnek.
mandarin_0550,mandarin,mandarin kategorisinde bir örnek.
mandarin_0551,mandarin,mandarin kategorisinde bir örnek.
mandarin_0552,mandarin,mandarin kategorisinde bir örnek.
mandarin_0553,mandarin,mandarin kategorisinde bir örnek.
mandarin_0554,mandarin,mandarin kategorisinde bir örnek.
mandarin_0555,mandarin,mandarin kategorisinde bir örnek.
mandarin_0556,mandarin,mandarin kategorisinde bir örnek.
mandarin_0557,mandarin,mandarin kategorisinde bir örnek.
mandarin_0558,mandarin,mandarin kategorisinde bir örnek.
mandarin_0559,mandarin,mandarin kategorisinde bir örnek.
mandarin_0560,mandarin,mandarin kategorisinde bir örnek.
mandarin_0561,mandarin,mandarin kategorisinde bir örnek.
mandarin_0562,mandarin,mandarin kategorisinde bir örnek.
mandarin_0563,mandarin,mandarin kategorisinde bir örnek.
mandarin_0564,mandarin,mandarin kategorisinde bir örnek.
mandarin_0565,mandarin,mandarin kategorisinde bir örnek.
mandarin_0566,mandarin,mandarin kategorisinde bir örnek.
mandarin_0567,mandarin,mandarin kategorisinde bir örnek.
mandarin_0568,mandarin,mandarin kategorisinde bir örnek.
mandarin_0569,mandarin,mandarin kategorisinde bir örnek.
mandarin_0570,mandarin,mandarin kategorisinde bir örnek.
mandarin_0571,mandarin,mandarin kategorisinde bir örnek.
mandarin_0572,mandarin,mandarin kategorisinde bir örnek.
mandarin_0573,mandarin,mandarin kategorisinde bir örnek.
mandarin_0574,mandarin,mandarin kategorisinde bir örnek.
mandarin_0575,mandarin,mandarin kategorisinde bir örnek.
mandarin_0576,mandarin,mandarin kategorisinde bir örnek.
mandarin_0577,mandarin,mandarin kategorisinde bir örnek.
mandarin_0578,mandarin,mandarin kategorisinde bir örnek.
mandarin_0579,mandarin,mandarin kategorisinde bir örnek.
mandarin_0580,mandarin,mandarin kategorisinde bir örnek.
mandarin_0581,mandarin,mandarin kategorisinde bir örnek.
mandarin_0582,mandarin,mandarin kategorisinde bir örnek.
mandarin_0583,mandarin,mandarin kategorisinde bir örnek.
mandarin_0584,mandarin,mandarin kategorisinde bir örnek.
mandarin_0585,mandarin,mandarin kategorisinde bir örnek.
mandarin_0586,mandarin,mandarin kategorisinde bir örnek.
mandarin_0587,mandarin,mandarin kategorisinde bir örnek.
mandarin_0588,mandarin,mandarin kategorisinde bir örnek.
mandarin_0589,mandarin,mandarin kategorisinde bir örnek.
mandarin_0590,mandarin,mandarin kategorisinde bir örnek.
mandarin_0591,mandarin,mandarin kategorisinde bir örnek.
mandarin_0592,mandarin,mandarin kategorisinde bir örnek.
mandarin_0593,mandarin,mandarin kategorisinde bir örnek.
mandarin_0594,mandarin,mandarin kategorisinde bir örnek.
mandarin_0595,mandarin,mandarin kategorisinde bir örnek.
mandarin_0596,mandarin,mandarin kategorisinde bir örnek.
mandarin_0597,mandarin,mandarin kategorisinde bir örnek.
mandarin_0598,mandarin,mandarin kategorisinde bir örnek.
mandarin_0599,mandarin,mandarin kategorisinde bir örnek.
potato_0000,potato,potato kategorisinde bir örnek.
potato_0001,potato,potato kategorisinde bir örnek.
potato_0002,potato,potato kategorisinde bir örnek.
potato_0003,potato,potato kategorisinde bir örnek.
potato_0004,potato,potato kategorisinde bir örnek.
potato_0005,potato,potato kategorisinde bir örnek.
potato_0006,potato,potato kategorisinde bir örnek.
potato_0007,potato,potato kategorisinde bir örnek.
potato_0008,potato,potato kategorisinde bir örnek.
potato_0009,potato,potato kategorisinde bir örnek.
potato_0010,potato,potato kategorisinde bir örnek.
potato_0011,potato,potato kategorisinde bir örnek.
potato_0012,potato,potato kategorisinde bir örnek.
potato_0013,potato,potato kategorisinde bir örnek.
potato_0014,potato,potato kategorisinde bir örnek.
potato_0015,potato,potato kategorisinde bir örnek.
potato_0016,potato,potato kategorisinde bir örnek.
potato_0017,potato,potato kategorisinde bir örnek.
potato_0018,potato,potato kategorisinde bir örnek.
potato_0019,potato,potato kategorisinde bir örnek.
potato_0020,potato,potato kategorisinde bir örnek.
potato_0021,potato,potato kategorisinde bir örnek.
potato_0022,potato,potato kategorisinde bir örnek.
potato_0023,potato,potato kategorisinde bir örnek.
potato_0024,potato,potato kategorisinde bir örnek.
potato_0025,potato,potato kategorisinde bir örnek.
potato_0026,potato,potato kategorisinde bir örnek.
potato_0027,potato,potato kategorisinde bir örnek.
potato_0028,potato,potato kategorisinde bir örnek.
potato_0029,potato,potato kategorisinde bir örnek.
potato_0030,potato,potato kategorisinde bir örnek.
potato_0031,potato,potato kategorisinde bir örnek.
potato_0032,potato,potato kategorisinde bir örnek.
potato_0033,potato,potato kategorisinde bir örnek.
potato_0034,potato,potato kategorisinde bir örnek.
potato_0035,potato,potato kategorisinde bir örnek.
potato_0036,potato,potato kategorisinde bir örnek.
potato_0037,potato,potato kategorisinde bir örnek.
potato_0038,potato,potato kategorisinde bir örnek.
potato_0039,potato,potato kategorisinde bir örnek.
potato_0040,potato,potato kategorisinde bir örnek.
potato_0041,potato,potato kategorisinde bir örnek.
potato_0042,potato,potato kategorisinde bir örnek.
potato_0043,potato,potato kategorisinde bir örnek.
potato_0044,potato,potato kategorisinde bir örnek.
potato_0045,potato,potato kategorisinde bir örnek.
potato_0046,potato,potato kategorisinde bir örnek.
potato_0047,potato,potato kategorisinde bir örnek.
potato_0048,potato,potato kategorisinde bir örnek.
potato_0049,potato,potato kategorisinde bir örnek.
potato_0050,potato,potato kategorisinde bir örnek.
potato_0051,potato,potato kategorisinde bir örnek.
potato_0052,potato,potato kategorisinde bir örnek.
potato_0053,potato,potato kategorisinde bir örnek.
potato_0054,potato,potato kategorisinde bir örnek.
potato_0055,potato,potato kategorisinde bir örnek.
potato_0056,potato,potato kategorisinde bir örnek.
potato_0057,potato,potato kategorisinde bir örnek.
potato_0058,potato,potato kategorisinde bir örnek.
potato_0059,potato,potato kategorisinde bir örnek.
potato_0060,potato,potato kategorisinde bir örnek.
potato_0061,potato,potato kategorisinde bir örnek.
potato_0062,potato,potato kategorisinde bir örnek.
potato_0063,potato,potato kategorisinde bir örnek.
potato_0064,potato,potato kategorisinde bir örnek.
potato_0065,potato,potato kategorisinde bir örnek.
potato_0066,potato,potato kategorisinde bir örnek.
potato_0067,potato,potato kategorisinde bir örnek.
potato_0068,potato,potato kategorisinde bir örnek.
potato_0069,potato,potato kategorisinde bir örnek.
potato_0070,potato,potato kategorisinde bir örnek.
potato_0071,potato,potato kategorisinde bir örnek.
potato_0072,potato,potato kategorisinde bir örnek.
potato_0073,potato,potato kategorisinde bir örnek.
potato_0074,potato,potato kategorisinde bir örnek.
potato_0075,potato,potato kategorisinde bir örnek.
potato_0076,potato,potato kategorisinde bir örnek.
potato_0077,potato,potato kategorisinde bir örnek.
potato_0078,potato,potato kategorisinde bir örnek.
potato_0079,potato,potato kategorisinde bir örnek.
potato_0080,potato,potato kategorisinde bir örnek.
potato_0081,potato,potato kategorisinde bir örnek.
potato_0082,potato,potato kategorisinde bir örnek.
potato_0083,potato,potato kategorisinde bir örnek.
potato_0084,potato,potato kategorisinde bir örnek.
potato_0085,potato,potato kategorisinde bir örnek.
potato_0086,potato,potato kategorisinde bir örnek.
potato_0087,potato,potato kategorisinde bir örnek.
potato_0088,potato,potato kategorisinde bir örnek.
potato_0089,potato,potato kategorisinde bir örnek.
potato_0090,potato,potato kategorisinde bir örnek.
potato_0091,potato,potato kategorisinde bir örnek.
potato_0092,potato,potato kategorisinde bir örnek.
potato_0093,potato,potato kategorisinde bir örnek.
potato_0094,potato,potato kategorisinde bir örnek.
potato_0095,potato,potato kategorisinde bir örnek.
potato_0096,potato,potato kategorisinde bir örnek.
potato_0097,potato,potato kategorisinde bir örnek.
potato_0098,potato,potato kategorisinde bir örnek.
potato_0099,potato,potato kategorisinde bir örnek.
potato_0100,potato,potato kategorisinde bir örnek.
potato_0101,potato,potato kategorisinde bir örnek.
potato_0102,potato,potato kategorisinde bir örnek.
potato_0103,potato,potato kategorisinde bir örnek.
potato_0104,potato,potato kategorisinde bir örnek.
potato_0105,potato,potato kategorisinde bir örnek.
potato_0106,potato,potato kategorisinde bir örnek.
potato_0107,potato,potato kategorisinde bir örnek.
potato_0108,potato,potato kategorisinde bir örnek.
potato_0109,potato,potato kategorisinde bir örnek.
potato_0110,potato,potato kategorisinde bir örnek.
potato_0111,potato,potato kategorisinde bir örnek.
potato_0112,potato,potato kategorisinde bir örnek.
potato_0113,potato,potato kategorisinde bir örnek.
potato_0114,potato,potato kategorisinde bir örnek.
potato_0115,potato,potato kategorisinde bir örnek.
potato_0116,potato,potato kategorisinde bir örnek.
potato_0117,potato,potato kategorisinde bir örnek.
potato_0118,potato,potato kategorisinde bir örnek.
potato_0119,potato,potato kategorisinde bir örnek.
potato_0120,potato,potato kategorisinde bir örnek.
potato_0121,potato,potato kategorisinde bir örnek.
potato_0122,potato,potato kategorisinde bir örnek.
potato_0123,potato,potato kategorisinde bir örnek.
potato_0124,potato,potato kategorisinde bir örnek.
potato_0125,potato,potato kategorisinde bir örnek.
potato_0126,potato,potato kategorisinde bir örnek.
potato_0127,potato,potato kategorisinde bir örnek.
potato_0128,potato,potato kategorisinde bir örnek.
potato_0129,potato,potato kategorisinde bir örnek.
potato_0130,potato,potato kategorisinde bir örnek.
potato_0131,potato,potato kategorisinde bir örnek.
potato_0132,potato,potato kategorisinde bir örnek.
potato_0133,potato,potato kategorisinde bir örnek.
potato_0134,potato,potato kategorisinde bir örnek.
potato_0135,potato,potato kategorisinde bir örnek.
potato_0136,potato,potato kategorisinde bir örnek.
